"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Understanding the context of IoT software systems in DevOps","I. M. Pereira; T. G. de Senna Carneiro; E. Figueiredo","Department of Computing and Systems, University Federal of Ouro Preto, João Monlevade, Brazil; Departament of Computing, University Federal of Ouro Preto, Ouro Preto, Brazil; Department of Computer Science, University Federal of Minas Gerais, Belo Horizonte, Brazil",2021 IEEE/ACM 3rd International Workshop on Software Engineering Research and Practices for the IoT (SERP4IoT),"24 Aug 2021","2021","","","13","20","The growing demand for connected devices and the increase in investments in the Internet of Things (IoT) sector induce the growth of the market for this technology. IoT permeates all areas of life of an individual, from smartwatches to entire home assistants and solutions in different areas. The IoT concept is gradually increasing all over the globe. IoT projects induce an articulation of studies in software engineering to prepare the development and operation of software systems materialized in physical objects and structures interconnected with embedded software and hosted in clouds. IoT projects have boundaries between development and operation stages. This study search for evidence in scientific literature to support these boundaries through Development and Operations (DevOps) principles. We rely on a Systematic Literature Review to investigate the relations of DevOps in IoT software systems. As a result, we identify concepts, characterize the benefits and challenges in the context of knowledge previously reported in primary studies in the literature. The main contributions of this paper are: (i) discussion of benefits and challenges for DevOps in IoT software systems, (ii) identification of tools, concepts, and programming languages used, and, (iii) perceived pipeline for this kind of software development.","","978-1-6654-4569-6","10.1109/SERP4IoT52556.2021.00009","EMI; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9516810","DevOps;IoT Software Systems;Internet of Things Software Systems","Computer languages;Systematics;Conferences;Pipelines;Tools;Software systems;Internet of Things","","8","","58","IEEE","24 Aug 2021","3-3 June 2021","3-3 June 2021","IEEE","IEEE Conferences"
"Design and Implementation of an IoT-Driven Full-stack Fleet Management System Leveraging a DevOps Approach","H. Shidqi; B. R. Hermanto; Y. Bandung","School of Electrical Engineering and Informatics, Institut Teknologi Bandung, Bandung, Indonesia; School of Electrical Engineering and Informatics, Institut Teknologi Bandung, Bandung, Indonesia; School of Electrical Engineering and Informatics, Institut Teknologi Bandung, Bandung, Indonesia","2025 12th International Conference on Advanced Informatics: Concept, Theory and Application (ICAICTA)","13 Jan 2026","2025","","","1","6","The Indonesian B2B construction material distribution sector faces significant operational challenges due to inefficient route planning, particularly for heavy vehicles, inadequate tracking of inaccessible routes, lack of timely alerts for deviations and idles, also unreliable fuel consumption monitoring. This paper presents the design and implementation of an Internet of Things (IoT) driven full stack fleet management system (FMS) leveraging a DevOps approach to address these issues. The system delivers optimized route planning considering vehicle constraints, automated alerts, and enhanced fuel tracking and validation capabilities. Key results include the successful implementation and validation of all designed functionalities for its defined user roles (planner, manager, and driver) and demonstrated system stability under load and stress testing, achieving maximum response times of 215 ms with 28 concurrent virtual users and 2.82 s with 100 concurrent virtual users (handling mixed WebSocket and HTTP traffic), all with no errors. The successfully deployed and monitored FMS offers a cost-effective, scalable, and maintainable solution for medium-scale companies.","2996-2552","979-8-3315-9178-6","10.1109/ICAICTA67604.2025.11335146","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11335146","Fleet Management System;Full Stack Development;DevOps;IoT Driven;CI/CD","DevOps;Pipelines;Full stack;Planning;Fuels;Time factors;Internet of Things;Monitoring;Stress;Testing","","","","10","IEEE","13 Jan 2026","20-22 Sept. 2025","20-22 Sept. 2025","IEEE","IEEE Conferences"
"Agile AI and Firmware Management in IoT: DevOps for Low-Power Microcontroller-Based Platforms","M. AlSelek; J. M. Alcaraz-Calero; Q. Wang","School of Computing, Engineering & Physical Sciences, University of the West of Scotland, United Kingdom; School of Computing, Engineering & Physical Sciences, University of the West of Scotland, United Kingdom; School of Computing, Engineering & Physical Sciences, University of the West of Scotland, United Kingdom",2024 9th International Conference on Smart and Sustainable Technologies (SpliTech),"5 Aug 2024","2024","","","1","6","In this paper, we introduce a Development and Operations (DevOps)-based IoT system tailored for the dynamic management of firmware and AI models across distributed IoT environments. The system offers scalability, resource efficiency, and cost-effectiveness for updating the AI model and firmware on the IoT devices without a need for human intervention. To accomplish this, we have developed a continuous integration and continuous deployment (CI/CD) pipelines that operate across multiple platforms, leveraging the capabilities of Kubernetes and GitLab-Runner. Moreover, the system is specifically designed for Microcontroller-based low-power devices capable of running tiny AI models. The new deployment is sent to the IoT devices despite their location to start interacting with the surrounding environment and perform predictions regarding its application. Through empirical experiments, we demonstrate the system effectiveness with promising results in terms of scalability, resource utilization, and deployment efficiency.","","978-953-290-135-1","10.23919/SpliTech61897.2024.10612585","UKRI; EPSRC(grant numbers:EP/Y028813/1); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10612585","IoT;AI;DevOps;Kubernetes;GitLab;Microservices;Microcontroller;Micropython","Performance evaluation;Adaptation models;DevOps;Biological system modeling;Scalability;Pipelines;Internet of Things","","2","","9","","5 Aug 2024","25-28 June 2024","25-28 June 2024","IEEE","IEEE Conferences"
"Automated IoT security testing with SecLab","P. Schwaiger; D. Simopoulos; A. Wolf","IT-Digital Solutions, AKKA Industry Consulting GmbH, Munich, Germany; IT-Digital Solutions, AKKA Industry Consulting GmbH, Munich, Germany; IT-Digital Solutions, AKKA Industry Consulting GmbH, Munich, Germany",NOMS 2022-2022 IEEE/IFIP Network Operations and Management Symposium,"9 Jun 2022","2022","","","1","6","With the growing number of IoT applications and devices, IoT security breaches are a dangerous reality. Cost pressure and complexity of security tests for embedded systems and networked infrastructure are often the excuse for skipping them completely. In our paper we introduce SecLab security test lab to overcome that problem. Based on a flexible and lightweight architecture, SecLab allows developers and IoT security specialists to harden their systems with a low entry hurdle. The open architecture supports the reuse of existing external security test libraries and scalability for the assessment of complex IoT Systems. A reference implementation of security tests in a realistic IoT application scenario proves the approach.","2374-9709","978-1-6654-0601-7","10.1109/NOMS54207.2022.9789797","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9789797","IoT Security;Automated Testing;Security Lab;DevSecOps;Cyber-Physical Systems;DoRIoT;SecLab","Embedded systems;Costs;Scalability;Libraries;Complexity theory;Security;Internet of Things","","","","15","IEEE","9 Jun 2022","25-29 April 2022","25-29 April 2022","IEEE","IEEE Conferences"
"Automated deployment of SmartX IoT-cloud services based on continuous integration","J. Bae; C. Kim; J. Kim","School of Electrical Engineering and Computer Science, Gwangju Institute of Science and Technology, Gwangju, Republic of Korea; School of Electrical Engineering and Computer Science, Gwangju Institute of Science and Technology, Gwangju, Republic of Korea; School of Electrical Engineering and Computer Science, Gwangju Institute of Science and Technology, Gwangju, Republic of Korea",2016 International Conference on Information and Communication Technology Convergence (ICTC),"5 Dec 2016","2016","","","1076","1081","Since convergence of IoT and Cloud, IoT-Cloud, has potential to provide futuristic IT services, there are many research about IoT-Cloud service. To keep pace with trend, we are studying and developing IoT-Cloud service. Goal of this service is reducing power consumption in server room. To design this service, we use microservice. Since it is set of inter-connection of functions, frequent verification is important. Therefore, we adopt Continuous Integration (CI). It is designed to build and running service in testbed automatically. It reduces integration effort. In this paper, we introduce our experience in automated deployment of SmartX IoT-Cloud services based on CI.","","978-1-5090-1325-8","10.1109/ICTC.2016.7763372","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7763372","DevOps;Continuous Integration;Internet of Things;Cloud;IoT-Cloud;IoT-Cloud service","Containers;Cloud computing;Internet of Things;Energy management;Engines;Continuous integration;Source coding;Software;DevOps;Servers","","10","","12","IEEE","5 Dec 2016","19-21 Oct. 2016","19-21 Oct. 2016","IEEE","IEEE Conferences"
"The DevOps Reference Architecture Evaluation : A Design Science Research Case Study","G. B. Ghantous; A. Gill","University of Technology Sydney, Sydney, Australia; University of Technology Sydney, Sydney, Australia",2020 IEEE International Conference on Smart Internet of Things (SmartIoT),"10 Sep 2020","2020","","","295","299","There is a growing interest to adopt vendor-driven DevOps tools in organizations. However, it is not clear which tools to use in a reference architecture which enables the deployment of the emerging IoT applications to multi-cloud environments. A research-based and vendor-neutral DevOps reference architecture (DRA) framework has been developed to address this critical challenge. The DRA framework can be utilized to architect and implement the DevOps environment that enables automation and continuous integration of software applications deployment to multi-cloud. This paper confers and discusses the evaluation outcomes of the DRA framework at the DigiSAS research Lab. The evaluation outcomes present practical evidence about the applicability of the DRA framework. The evaluation results also indicate that the DRA framework provides general knowledge-base to researchers and practitioners about the adoption DevOps approach in reference architecture design for deploying IoT-applications to multi-cloud environments.","","978-1-7281-6514-1","10.1109/SmartIoT49966.2020.00052","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9192390","Design Science Research;DevOps Reference Architecture;Empirical Software Evaluation;IoT Application Deployment;Multi-Cloud Automated Deployment","Software;Biological system modeling;Context modeling;Computer architecture;Tools;Organizations;Automation","","7","","34","IEEE","10 Sep 2020","14-16 Aug. 2020","14-16 Aug. 2020","IEEE","IEEE Conferences"
"Forging Industry 5.0 DevOps: Towards Secure and Scalable OT Orchestration Powered by Kubernetes","N. Giulianelli; A. Sabbioni; S. Montebugnoli; A. Bujari; A. Corradi","Department of Computer Science and Engineering, University of Bologna, Bologna, Italy; Department of Computer Science and Engineering, University of Bologna, Bologna, Italy; Department of Computer Science and Engineering, University of Bologna, Bologna, Italy; Department of Computer Science and Engineering, University of Bologna, Bologna, Italy; Department of Computer Science and Engineering, University of Bologna, Bologna, Italy",2026 IEEE 23rd Consumer Communications & Networking Conference (CCNC),"4 Feb 2026","2026","","","1","2","The ongoing digitization of Operational Technology (OT) and the integration of Industrial Internet of Things (IIoT) devices are fundamentally transforming modern industrial systems. However, the heterogeneity of hardware and software ecosystems amplifies the complexity of this transformation, making orchestration and lifecycle management especially challenging. To address these challenges, modern DevOps practices—such as Continuous Integration and Continuous Deployment (CI/CD), runtime observability, and fine-grained access control—are essential. These practices help accelerate time-to-market, maintain service quality, manage operational complexity, and uphold security standards. Advancing toward seamless integration of OT within cloud-native environments, we introduce a prototype Orchestrator based on the Kubernetes plarform, aimed at providing a comprehensive lifecycle management for OT devices in industrial contexts. Our proposal bridges the traditional divide between IT and OT by seamlessly integrating with existing CI/CD pipelines and implementing Role-Based Access Control (RBAC) tailored to device-level permissions. Through a unified abstraction layer, it simplifies the management of heterogeneous, multi-vendor hardware, enabling scalable, secure, and efficient operations across diverse industrial deployments.","2331-9860","979-8-3315-9673-6","10.1109/CCNC65079.2026.11366408","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11366408","Smart manufacturing;Industry 5.0;IT/OT;Orchestration;Observability;PLC","DevOps;Prototypes;Hardware;Software;Complexity theory;Observability;Fifth Industrial Revolution;Standards;Industrial Internet of Things;Smart manufacturing","","","","5","IEEE","4 Feb 2026","9-12 Jan. 2026","9-12 Jan. 2026","IEEE","IEEE Conferences"
"Current Challenges and Future Perspectives in Testing IoT Systems: A Comprehensive Review","B. Lima; R. Pinto","LIACC, Faculdade de Engenharia, Universidade do Porto, Porto, Portugal; SYSTEC-ARISE, Faculdade de Engenharia, Universidade do Porto, Porto, Portugal",IEEE Sensors Reviews,"19 Dec 2025","2026","3","","22","47","The widespread adoption of Internet of Things (IoT) systems in domains like healthcare, manufacturing, and smart cities has brought new challenges for software and systems testing. This survey systematically reviews studies published from 2012, identifying key testing types, methods, and tools across the IoT stack. Our analysis highlights sensor-specific challenges—including timing jitter, calibration drift, and environmental coupling—that remain underexplored in prior surveys. We propose a multidimensional conceptual framework that cross-correlates architectural layers, testing objectives, and technology targets, enabling structured comparison of testing strategies. The framework is empirically validated through an industrial case study, which reveals critical gaps, such as a lack of cross-layer coverage, limited tool support for real-time constraints, and inadequate mechanisms for sensor fault resilience. We conclude by outlining future research directions, including digital twin-based validation, unified IoT testing pipelines, and lightweight security testing for constrained devices. This work provides researchers and practitioners with a sensor-aware, empirically grounded roadmap for advancing IoT testing.","2995-7478","","10.1109/SR.2025.3628264","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11224440","AI-based testing;cloud testing;continuous integration;DevOps;digital twins (DTs);edge computing;embedded systems;emulation;Internet of Things (IoT);interoperability;machine learning;real-time systems;regulatory compliance;security testing;simulation;software testing;test automation;testbeds","Internet of Things;Testing;Robot sensing systems;Real-time systems;Protocols;Reviews;Security;Automation;Computer architecture;Cloud computing","","","","191","CCBY","3 Nov 2025","2026","","IEEE","IEEE Journals"
"DevOps for IoT Systems: Fast and Continuous Monitoring Feedback of System Availability","M. A. López-Peña; J. Díaz; J. E. Pérez; H. Humanes","Department of Innovation and Development, Sistemas Avanzados de Tecnología, S.A., Madrid, Spain; Departamento de Sistemas Informáticos, Universidad Politécnica de Madrid, Madrid, Spain; Departamento de Sistemas Informáticos, Universidad Politécnica de Madrid, Madrid, Spain; Department of Innovation and Development, Sistemas Avanzados de Tecnología, S.A., Madrid, Spain",IEEE Internet of Things Journal,"9 Oct 2020","2020","7","10","10695","10707","Current Internet-of-Things (IoT) systems are highly distributed systems, which integrate cloud, fog, and edge computing approaches. Accelerating their maintenance and continuous improvement, while ensuring their availability, is complex. DevOps promotes fast and continuous feedback from operations to development to detect problems before customers are impacted, among other benefits. However, there is not any formal definition of how to do this. This article defines the “fast and continuous monitoring feedback of system availability” activity (F&CF availability) that supports automatic and continuous monitoring feedback from operations to the development of the IoT system availability. This activity has been formalized through the software and systems process engineering metamodel (SPEM). Its implementation is demonstrated in a real scenario that provides evidence that the formalization of the F&CF availability activity helps teams in better diagnosing and fixing outage problems. The result is a distributed and configurable monitoring component developed through code [monitoring as code (MaC)]. This component is embedded in the IoT infrastructure. MaC enables DevOps team to configure their own metrics and indicators at runtime, i.e., monitoring on demand. The formalization of this activity, based on an MaC technique, enables the automation, versioning, and replication of monitoring elements.","2327-4662","","10.1109/JIOT.2020.3012763","European Commission’s Horizon 2020 Research and Innovation Programme (RECAP, http://www.recapproject.eu)(grant numbers:732667); CROWDSAVING(grant numbers:TIN2016-79726-C2-1-R); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9151987","Availability;continuous monitoring;DevOps;fast and continuous feedback activity;Internet-of-Things (IoT) systems","Monitoring;Task analysis;Internet of Things;Software;Telemetry;Maintenance engineering","","37","","41","IEEE","29 Jul 2020","Oct. 2020","","IEEE","IEEE Journals"
"Automated Compliance-Aware DevSecOps for AI-Driven IoT Data Streams Using Cloud-Native ML Across AWS, GCP, and Azure","P. Sharma; N. Nellutla","Independent Researcher, Los Angeles, CA, USA; Independent Researcher, Eagan, MN, USA",2025 20th International Joint Symposium on Artificial Intelligence and Natural Language Processing (iSAI-NLP),"12 Jan 2026","2025","","","1","6","The rapid proliferation of Internet of Things (IoT) devices has resulted in unprecedented volumes of heterogeneous data streams, creating new challenges for secure, compliant, and scalable data management. Traditional DevSecOps practices provide continuous integration and delivery pipelines, yet they are not inherently equipped to enforce dynamic compliance across multicloud ecosystems. This paper presents an automated complianceaware DevSecOps framework for AI-driven IoT data streams, integrating cloud-native machine learning services across Amazon Web Services (AWS), Google Cloud Platform (GCP), and Microsoft Azure. The framework introduces a compliance orchestration layer that continuously monitors regulatory requirements such as HIPAA, GDPR, and ISO 27001, embedding them directly into data ingestion, transformation, and analytics pipelines. Cloud-native ML models are deployed to detect anomalies, classify workloads, and adapt security policies in real time, while monitoring ensures interoperability and resilience across providers. Experimental evaluation demonstrates that the proposed framework achieves significant reductions in compliance drift, improves detection of misconfigurations, and maintains low-latency processing for high-velocity IoT data streams. By unifying DevSecOps automation with compliance-driven machine learning in multi-cloud environments, this work provides a resilient foundation for enterprises seeking to operationalize secure, regulation-aligned IoT analytics at scale.","2831-4565","979-8-3315-0217-1","10.1109/iSAI-NLP66160.2025.11320492","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11320492","DevSecOps;Compliance-as-Code;Multi-Cloud;Cloud-Native Machine Learning;Internet of Things (IoT);AWS;Google Cloud Platform (GCP);Microsoft Azure;Security Automation;Regulatory Compliance","Cloud computing;Automation;Translation;Web services;Pipelines;Machine learning;Transforms;Real-time systems;Internet of Things;Monitoring","","","","13","IEEE","12 Jan 2026","12-14 Nov. 2025","12-14 Nov. 2025","IEEE","IEEE Conferences"
