Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Zhao, M., Le Gall, F., Cousin, P., Vilalta, R., Muñoz, R., Castro, S., Peuster, M., Schneider, S., Siapera, M., Kapassa, E., Kyriazis, D., Hasselmeyer, P., Xilouris, G., Tranoris, C., Denazis, S., Martrat, J.","57192383828;36458727100;55848517000;6701800953;14032184500;57195631941;55841510300;57193331091;57201028532;57201027060;16301182100;7801589283;14322527100;14021836900;6602834987;36617644600;","Verification and validation framework for 5g network services and apps",2017,"2017 IEEE Conference on Network Function Virtualization and Software Defined Networks Nfv Sdn 2017","2017-January",,,"321","326",0,24,"10.1109/NFV-SDN.2017.8169878","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042915681&doi=10.1109%2fNFV-SDN.2017.8169878&partnerID=40&md5=1e3686e294399e82f4615dd9e0104eb2",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-85042915681
"Rufino, J., Alam, M., Ferreira, J.","57194274629;55538864000;57203290355;","Monitoring V2X applications using DevOps and docker",2017,"2017 International Smart Cities Conference Isc2 2017",,,"8090868","","",0,9,"10.1109/ISC2.2017.8090868","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039944987&doi=10.1109%2fISC2.2017.8090868&partnerID=40&md5=df7c004b6015b29a88b89c6bda42c90c",Conference Paper,"Final","",Scopus,2-s2.0-85039944987
"Ahram, T., Sargolzaei, A., Sargolzaei, S., Daniels, J., Amaba, B.","35097126400;24781230900;23390264600;57191254339;23011287400;","Blockchain technology innovations",2017,"2017 IEEE Technology and Engineering Management Society Conference Temscon 2017",,,"7998367","137","141",0,529,"10.1109/TEMSCON.2017.7998367","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028525259&doi=10.1109%2fTEMSCON.2017.7998367&partnerID=40&md5=9594448ba6ddc6febd97d6317d65c46b",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-85028525259
"Xu, Q., Jin, C., Rasid, M.F.B.M., Veeravalli, B., Aung, K.M.M.","24825810500;56325434400;57195072380;35582689700;8879655700;","Decentralized content trust for docker images",2017,"Iotbds 2017 Proceedings of the 2nd International Conference on Internet of Things Big Data and Security",,,,"431","437",0,4,"10.5220/0006379404310437","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85025174286&doi=10.5220%2f0006379404310437&partnerID=40&md5=2f4ddc10c10acda03ad2d442f67e9177",Conference Paper,"Final","",Scopus,2-s2.0-85025174286
"Bae, J., Kim, C., Kim, J.","57188865474;57193681862;36063003600;","Automated deployment of SmartX IoT-cloud services based on continuous integration",2016,"2016 International Conference on Information and Communication Technology Convergence Ictc 2016",,,"7763372","1076","1081",0,12,"10.1109/ICTC.2016.7763372","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015804380&doi=10.1109%2fICTC.2016.7763372&partnerID=40&md5=e84e3a9bd55be9a90baadb042cc180da",Conference Paper,"Final","",Scopus,2-s2.0-85015804380
"Shin, J.-S., Kim, J.","57094409100;36063003600;","Template-based automation with distributed secure provisioning installer for remote cloud boxes",2016,"2016 International Conference on Information and Communication Technology Convergence Ictc 2016",,,"7763428","33","35",0,2,"10.1109/ICTC.2016.7763428","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015766312&doi=10.1109%2fICTC.2016.7763428&partnerID=40&md5=fa42dbe76074959c1fb6fad1294b7e02",Conference Paper,"Final","",Scopus,2-s2.0-85015766312
"Karapantelakis, A., Liang, H., Wang, K., Vandikas, K., Inam, R., Fersman, E., Mulas-Viela, I., Seyvet, N., Giannokostas, V.","35113103400;57191621357;57191612753;26424819500;54381601500;12765843800;57191620020;57191620596;57191623764;","DevOps for IoT applications using cellular networks and cloud",2016,"Proceedings 2016 IEEE 4th International Conference on Future Internet of Things and Cloud Ficloud 2016",,,"7575883","340","347",0,20,"10.1109/FiCloud.2016.55","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992036313&doi=10.1109%2fFiCloud.2016.55&partnerID=40&md5=d4238069a65c76d7081bf287be9fa80e",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-84992036313
"Kim, S., Kim, J.","57190445550;36063003600;","Enabling operation data visibility for SmartX-mini IoT-cloud playground",2016,"IEEE Netsoft 2016 2016 IEEE Netsoft Conference and Workshops Software Defined Infrastructure for Networks Clouds Iot and Services",,,"7502480","428","430",0,5,"10.1109/NETSOFT.2016.7502480","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979996132&doi=10.1109%2fNETSOFT.2016.7502480&partnerID=40&md5=c5a4bc231f1c28e95ea98b2cde705a28",Conference Paper,"Final","",Scopus,2-s2.0-84979996132
"Moore, J., Kortuem, G., Smith, A., Chowdhury, N., Cavero, J., Gooch, D.","55584792417;6602781855;57207400505;26638731900;57204494188;39061306900;","DevOps for the urban IoT",2016,"ACM International Conference Proceeding Series","24-25-May-2016",,"2962747","78","81",0,23,"10.1145/2962735.2962747","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84985914450&doi=10.1145%2f2962735.2962747&partnerID=40&md5=e42d8ead4de5feaa0c9c2c66178df760",Conference Paper,"Final","",Scopus,2-s2.0-84985914450
"Syed, M.H., Fernandez, E.B.","59809867600;7402178980;","Cloud ecosystems support for internet of things and DevOps using patterns",2016,"Proceedings 2016 IEEE 1st International Conference on Internet of Things Design and Implementation Iotdi 2016",,,"7471379","301","304",0,15,"10.1109/IoTDI.2015.31","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977609466&doi=10.1109%2fIoTDI.2015.31&partnerID=40&md5=7910455c5e57837ea0d84c24412f3440",Conference Paper,"Final","",Scopus,2-s2.0-84977609466
"Mather, Y.","26037240400;","Automation in the Era of Economic Crises",2016,"Critique United Kingdom","44","1-2",,"67","84",0,,"10.1080/03017605.2016.1173824","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981501505&doi=10.1080%2f03017605.2016.1173824&partnerID=40&md5=57b48a57cd2f13881d7f1d27103ccdf3",Article,"Final","",Scopus,2-s2.0-84981501505
"Takimoto, M., Komine, H., Tamura, K.","57188927815;7006001622;57188929975;","Network Devops solution for creating new network services",2016,"Fujitsu Scientific and Technical Journal","52","2",,"8","12",0,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964237544&partnerID=40&md5=88e228cb1df41fccc77c94b4073f0c87",Article,"Final","",Scopus,2-s2.0-84964237544
"Bae, J., Kim, J.","57188865474;36063003600;","An experimental continuous delivery framework for SmartX-mini IoT-cloud playground",2016,"International Conference on Information Networking","2016-March",,"7427129","348","350",0,4,"10.1109/ICOIN.2016.7427129","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963988122&doi=10.1109%2fICOIN.2016.7427129&partnerID=40&md5=3c9888f6e1ac84132b59c57250a0be19",Conference Paper,"Final","",Scopus,2-s2.0-84963988122
"Lwakatare, L.E., Karvonen, T., Sauvola, T., Kuvaja, P., Olsson, H.H., Bosch, J., Oivo, M.","56728797500;56843496200;56728576000;56202183100;24335916300;56675290800;6603040928;","Towards DevOps in the embedded systems domain: Why is it so hard?",2016,"Proceedings of the Annual Hawaii International Conference on System Sciences","2016-March",,"7427859","5437","5446",0,112,"10.1109/HICSS.2016.671","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975460866&doi=10.1109%2fHICSS.2016.671&partnerID=40&md5=7cf1760c724b7e4ecdfedb11c29b7118",Conference Paper,"Final","",Scopus,2-s2.0-84975460866
"Evans, N.D.","36943636500;","FUTURE SKILLS",2016,"Itnow","58","1",,"50","51",0,8,"10.1093/itnow/bww022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969811707&doi=10.1093%2fitnow%2fbww022&partnerID=40&md5=26f80074c9ae2cf74f18aafcbca52a2c",Article,"Final","",Scopus,2-s2.0-84969811707
"Sand, B.","57192983662;","IoT testing - The big challenge why, what and how",2016,"Lecture Notes of the Institute for Computer Sciences Social Informatics and Telecommunications Engineering Lnicst","170",,,"70","76",0,7,"10.1007/978-3-319-47075-7_9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009794039&doi=10.1007%2f978-3-319-47075-7_9&partnerID=40&md5=d39b6887a078f432d2799c2016abd0c5",Conference Paper,"Final","",Scopus,2-s2.0-85009794039
"Lustenberger, F.","6603318687;","On the fading of organizational interfaces in the era of Internet-of-Things",2016,"IEEE Engineering Management Review","44","1",,"14","15",0,2,"10.1109/EMR.2016.2530642","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964331231&doi=10.1109%2fEMR.2016.2530642&partnerID=40&md5=43dfdb32db46f118f6a4ba2250802043",Article,"Final","",Scopus,2-s2.0-84964331231
"Stäbler, A.","57225699863;","The imperative to develop digitization patterns for enterprises",2016,"Lecture Notes in Informatics Lni Proceedings Series of the Gesellschaft Fur Informatik Gi","P-258",,,"15","18",0,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131165570&partnerID=40&md5=0632b9a40439803d4d1030d11a5763fe",Conference Paper,"Final","",Scopus,2-s2.0-85131165570
